market,delivery_time,current_time,next_time,gate_closure_time,p_opt,open_now,open_next,committed_old,committed_new,commit_now
ID,2025-10-01 03:15:00+02:00,2025-10-01 00:15:00+02:00,2025-10-01 00:30:00+02:00,2025-10-01 03:00:00+02:00,-1000.0,True,True,0.0,0.0,False
ID,2025-10-01 03:15:00+02:00,2025-10-01 00:30:00+02:00,2025-10-01 00:45:00+02:00,2025-10-01 03:00:00+02:00,-1000.0,True,True,0.0,0.0,False
ID,2025-10-01 03:15:00+02:00,2025-10-01 00:45:00+02:00,2025-10-01 01:00:00+02:00,2025-10-01 03:00:00+02:00,-1000.0,True,True,0.0,0.0,False
ID,2025-10-01 03:15:00+02:00,2025-10-01 01:00:00+02:00,2025-10-01 01:15:00+02:00,2025-10-01 03:00:00+02:00,-1000.0,True,True,0.0,0.0,False
ID,2025-10-01 03:15:00+02:00,2025-10-01 01:15:00+02:00,2025-10-01 01:30:00+02:00,2025-10-01 03:00:00+02:00,-1000.0,True,True,0.0,0.0,False
ID,2025-10-01 03:15:00+02:00,2025-10-01 01:30:00+02:00,2025-10-01 01:45:00+02:00,2025-10-01 03:00:00+02:00,-1000.0,True,True,0.0,0.0,False
ID,2025-10-01 03:15:00+02:00,2025-10-01 01:45:00+02:00,2025-10-01 02:00:00+02:00,2025-10-01 03:00:00+02:00,-1000.0,True,True,0.0,0.0,False
ID,2025-10-01 03:15:00+02:00,2025-10-01 02:00:00+02:00,2025-10-01 02:15:00+02:00,2025-10-01 03:00:00+02:00,-1000.0,True,True,0.0,0.0,False
ID,2025-10-01 03:15:00+02:00,2025-10-01 02:15:00+02:00,2025-10-01 02:30:00+02:00,2025-10-01 03:00:00+02:00,-1000.0,True,True,0.0,0.0,False
ID,2025-10-01 03:15:00+02:00,2025-10-01 02:30:00+02:00,2025-10-01 02:45:00+02:00,2025-10-01 03:00:00+02:00,-1000.0,True,True,0.0,0.0,False
ID,2025-10-01 03:15:00+02:00,2025-10-01 02:45:00+02:00,2025-10-01 03:00:00+02:00,2025-10-01 03:00:00+02:00,-1000.0,True,True,0.0,0.0,False
ID,2025-10-01 03:15:00+02:00,2025-10-01 03:00:00+02:00,2025-10-01 03:15:00+02:00,2025-10-01 03:00:00+02:00,-1000.0,True,False,0.0,-1000.0,True
ID,2025-10-01 03:15:00+02:00,2025-10-01 03:15:00+02:00,2025-10-01 03:30:00+02:00,2025-10-01 03:00:00+02:00,-1000.0,False,False,-1000.0,-1000.0,False
ID,2025-10-01 03:30:00+02:00,2025-10-01 00:00:00+02:00,2025-10-01 00:15:00+02:00,2025-10-01 03:15:00+02:00,-1000.0,True,True,0.0,0.0,False
ID,2025-10-01 03:30:00+02:00,2025-10-01 00:15:00+02:00,2025-10-01 00:30:00+02:00,2025-10-01 03:15:00+02:00,-1000.0,True,True,0.0,0.0,False
ID,2025-10-01 03:30:00+02:00,2025-10-01 00:30:00+02:00,2025-10-01 00:45:00+02:00,2025-10-01 03:15:00+02:00,-1000.0,True,True,0.0,0.0,False
ID,2025-10-01 03:30:00+02:00,2025-10-01 00:45:00+02:00,2025-10-01 01:00:00+02:00,2025-10-01 03:15:00+02:00,-1000.0,True,True,0.0,0.0,False
ID,2025-10-01 03:30:00+02:00,2025-10-01 01:00:00+02:00,2025-10-01 01:15:00+02:00,2025-10-01 03:15:00+02:00,-1000.0,True,True,0.0,0.0,False
ID,2025-10-01 03:30:00+02:00,2025-10-01 01:15:00+02:00,2025-10-01 01:30:00+02:00,2025-10-01 03:15:00+02:00,-1000.0,True,True,0.0,0.0,False
ID,2025-10-01 03:30:00+02:00,2025-10-01 01:30:00+02:00,2025-10-01 01:45:00+02:00,2025-10-01 03:15:00+02:00,-1000.0,True,True,0.0,0.0,False
ID,2025-10-01 03:30:00+02:00,2025-10-01 01:45:00+02:00,2025-10-01 02:00:00+02:00,2025-10-01 03:15:00+02:00,-1000.0,True,True,0.0,0.0,False
ID,2025-10-01 03:30:00+02:00,2025-10-01 02:00:00+02:00,2025-10-01 02:15:00+02:00,2025-10-01 03:15:00+02:00,-1000.0,True,True,0.0,0.0,False
ID,2025-10-01 03:30:00+02:00,2025-10-01 02:15:00+02:00,2025-10-01 02:30:00+02:00,2025-10-01 03:15:00+02:00,-1000.0,True,True,0.0,0.0,False
ID,2025-10-01 03:30:00+02:00,2025-10-01 02:30:00+02:00,2025-10-01 02:45:00+02:00,2025-10-01 03:15:00+02:00,-1000.0,True,True,0.0,0.0,False
ID,2025-10-01 03:30:00+02:00,2025-10-01 02:45:00+02:00,2025-10-01 03:00:00+02:00,2025-10-01 03:15:00+02:00,-1000.0,True,True,0.0,0.0,False
ID,2025-10-01 03:30:00+02:00,2025-10-01 03:00:00+02:00,2025-10-01 03:15:00+02:00,2025-10-01 03:15:00+02:00,-1000.0,True,True,0.0,0.0,False
ID,2025-10-01 03:30:00+02:00,2025-10-01 03:15:00+02:00,2025-10-01 03:30:00+02:00,2025-10-01 03:15:00+02:00,-1000.0,True,False,0.0,-1000.0,True
ID,2025-10-01 03:30:00+02:00,2025-10-01 03:30:00+02:00,2025-10-01 03:45:00+02:00,2025-10-01 03:15:00+02:00,-1000.0,False,False,-1000.0,-1000.0,False
ID,2025-10-01 03:45:00+02:00,2025-10-01 00:00:00+02:00,2025-10-01 00:15:00+02:00,2025-10-01 03:30:00+02:00,0.0,True,True,0.0,0.0,False
ID,2025-10-01 03:45:00+02:00,2025-10-01 00:15:00+02:00,2025-10-01 00:30:00+02:00,2025-10-01 03:30:00+02:00,0.0,True,True,0.0,0.0,False
ID,2025-10-01 03:45:00+02:00,2025-10-01 00:30:00+02:00,2025-10-01 00:45:00+02:00,2025-10-01 03:30:00+02:00,0.0,True,True,0.0,0.0,False
ID,2025-10-01 03:45:00+02:00,2025-10-01 00:45:00+02:00,2025-10-01 01:00:00+02:00,2025-10-01 03:30:00+02:00,0.0,True,True,0.0,0.0,False
ID,2025-10-01 03:45:00+02:00,2025-10-01 01:00:00+02:00,2025-10-01 01:15:00+02:00,2025-10-01 03:30:00+02:00,0.0,True,True,0.0,0.0,False
ID,2025-10-01 03:45:00+02:00,2025-10-01 01:15:00+02:00,2025-10-01 01:30:00+02:00,2025-10-01 03:30:00+02:00,0.0,True,True,0.0,0.0,False
ID,2025-10-01 03:45:00+02:00,2025-10-01 01:30:00+02:00,2025-10-01 01:45:00+02:00,2025-10-01 03:30:00+02:00,0.0,True,True,0.0,0.0,False
ID,2025-10-01 03:45:00+02:00,2025-10-01 01:45:00+02:00,2025-10-01 02:00:00+02:00,2025-10-01 03:30:00+02:00,0.0,True,True,0.0,0.0,False
ID,2025-10-01 03:45:00+02:00,2025-10-01 02:00:00+02:00,2025-10-01 02:15:00+02:00,2025-10-01 03:30:00+02:00,0.0,True,True,0.0,0.0,False
ID,2025-10-01 03:45:00+02:00,2025-10-01 02:15:00+02:00,2025-10-01 02:30:00+02:00,2025-10-01 03:30:00+02:00,0.0,True,True,0.0,0.0,False
ID,2025-10-01 03:45:00+02:00,2025-10-01 02:30:00+02:00,2025-10-01 02:45:00+02:00,2025-10-01 03:30:00+02:00,0.0,True,True,0.0,0.0,False
ID,2025-10-01 03:45:00+02:00,2025-10-01 02:45:00+02:00,2025-10-01 03:00:00+02:00,2025-10-01 03:30:00+02:00,0.0,True,True,0.0,0.0,False
ID,2025-10-01 03:45:00+02:00,2025-10-01 03:00:00+02:00,2025-10-01 03:15:00+02:00,2025-10-01 03:30:00+02:00,0.0,True,True,0.0,0.0,False
ID,2025-10-01 03:45:00+02:00,2025-10-01 03:15:00+02:00,2025-10-01 03:30:00+02:00,2025-10-01 03:30:00+02:00,0.0,True,True,0.0,0.0,False
ID,2025-10-01 03:45:00+02:00,2025-10-01 03:30:00+02:00,2025-10-01 03:45:00+02:00,2025-10-01 03:30:00+02:00,0.0,True,False,0.0,0.0,True
ID,2025-10-01 03:45:00+02:00,2025-10-01 03:45:00+02:00,2025-10-01 04:00:00+02:00,2025-10-01 03:30:00+02:00,0.0,False,False,0.0,0.0,False
ID,2025-10-01 04:00:00+02:00,2025-10-01 00:00:00+02:00,2025-10-01 00:15:00+02:00,2025-10-01 03:45:00+02:00,1000.0,True,True,0.0,0.0,False
ID,2025-10-01 04:00:00+02:00,2025-10-01 00:15:00+02:00,2025-10-01 00:30:00+02:00,2025-10-01 03:45:00+02:00,1000.0,True,True,0.0,0.0,False
ID,2025-10-01 04:00:00+02:00,2025-10-01 00:30:00+02:00,2025-10-01 00:45:00+02:00,2025-10-01 03:45:00+02:00,1000.0,True,True,0.0,0.0,False
ID,2025-10-01 04:00:00+02:00,2025-10-01 00:45:00+02:00,2025-10-01 01:00:00+02:00,2025-10-01 03:45:00+02:00,1000.0,True,True,0.0,0.0,False
ID,2025-10-01 04:00:00+02:00,2025-10-01 01:00:00+02:00,2025-10-01 01:15:00+02:00,2025-10-01 03:45:00+02:00,1000.0,True,True,0.0,0.0,False
ID,2025-10-01 04:00:00+02:00,2025-10-01 01:15:00+02:00,2025-10-01 01:30:00+02:00,2025-10-01 03:45:00+02:00,1000.0,True,True,0.0,0.0,False
ID,2025-10-01 04:00:00+02:00,2025-10-01 01:30:00+02:00,2025-10-01 01:45:00+02:00,2025-10-01 03:45:00+02:00,1000.0,True,True,0.0,0.0,False
ID,2025-10-01 04:00:00+02:00,2025-10-01 01:45:00+02:00,2025-10-01 02:00:00+02:00,2025-10-01 03:45:00+02:00,1000.0,True,True,0.0,0.0,False
ID,2025-10-01 04:00:00+02:00,2025-10-01 02:00:00+02:00,2025-10-01 02:15:00+02:00,2025-10-01 03:45:00+02:00,1000.0,True,True,0.0,0.0,False
ID,2025-10-01 04:00:00+02:00,2025-10-01 02:15:00+02:00,2025-10-01 02:30:00+02:00,2025-10-01 03:45:00+02:00,1000.0,True,True,0.0,0.0,False
ID,2025-10-01 04:00:00+02:00,2025-10-01 02:30:00+02:00,2025-10-01 02:45:00+02:00,2025-10-01 03:45:00+02:00,1000.0,True,True,0.0,0.0,False
ID,2025-10-01 04:00:00+02:00,2025-10-01 02:45:00+02:00,2025-10-01 03:00:00+02:00,2025-10-01 03:45:00+02:00,1000.0,True,True,0.0,0.0,False
ID,2025-10-01 04:00:00+02:00,2025-10-01 03:00:00+02:00,2025-10-01 03:15:00+02:00,2025-10-01 03:45:00+02:00,1000.0,True,True,0.0,0.0,False
ID,2025-10-01 04:00:00+02:00,2025-10-01 03:15:00+02:00,2025-10-01 03:30:00+02:00,2025-10-01 03:45:00+02:00,1000.0,True,True,0.0,0.0,False
ID,2025-10-01 04:00:00+02:00,2025-10-01 03:30:00+02:00,2025-10-01 03:45:00+02:00,2025-10-01 03:45:00+02:00,1000.0,True,True,0.0,0.0,False
ID,2025-10-01 04:00:00+02:00,2025-10-01 03:45:00+02:00,2025-10-01 04:00:00+02:00,2025-10-01 03:45:00+02:00,1000.0,True,False,0.0,1000.0,True
ID,2025-10-01 04:00:00+02:00,2025-10-01 04:00:00+02:00,2025-10-01 04:15:00+02:00,2025-10-01 03:45:00+02:00,1000.0,False,False,1000.0,1000.0,False
ID,2025-10-01 04:15:00+02:00,2025-10-01 00:00:00+02:00,2025-10-01 00:15:00+02:00,2025-10-01 04:00:00+02:00,805.0,True,True,0.0,0.0,False
ID,2025-10-01 04:15:00+02:00,2025-10-01 00:15:00+02:00,2025-10-01 00:30:00+02:00,2025-10-01 04:00:00+02:00,805.0,True,True,0.0,0.0,False
ID,2025-10-01 04:15:00+02:00,2025-10-01 00:30:00+02:00,2025-10-01 00:45:00+02:00,2025-10-01 04:00:00+02:00,805.0,True,True,0.0,0.0,False
ID,2025-10-01 04:15:00+02:00,2025-10-01 00:45:00+02:00,2025-10-01 01:00:00+02:00,2025-10-01 04:00:00+02:00,805.0,True,True,0.0,0.0,False
ID,2025-10-01 04:15:00+02:00,2025-10-01 01:00:00+02:00,2025-10-01 01:15:00+02:00,2025-10-01 04:00:00+02:00,805.0,True,True,0.0,0.0,False
ID,2025-10-01 04:15:00+02:00,2025-10-01 01:15:00+02:00,2025-10-01 01:30:00+02:00,2025-10-01 04:00:00+02:00,805.0,True,True,0.0,0.0,False
ID,2025-10-01 04:15:00+02:00,2025-10-01 01:30:00+02:00,2025-10-01 01:45:00+02:00,2025-10-01 04:00:00+02:00,805.0,True,True,0.0,0.0,False
ID,2025-10-01 04:15:00+02:00,2025-10-01 01:45:00+02:00,2025-10-01 02:00:00+02:00,2025-10-01 04:00:00+02:00,805.0,True,True,0.0,0.0,False
ID,2025-10-01 04:15:00+02:00,2025-10-01 02:00:00+02:00,2025-10-01 02:15:00+02:00,2025-10-01 04:00:00+02:00,805.0,True,True,0.0,0.0,False
ID,2025-10-01 04:15:00+02:00,2025-10-01 02:15:00+02:00,2025-10-01 02:30:00+02:00,2025-10-01 04:00:00+02:00,805.0,True,True,0.0,0.0,False
ID,2025-10-01 04:15:00+02:00,2025-10-01 02:30:00+02:00,2025-10-01 02:45:00+02:00,2025-10-01 04:00:00+02:00,805.0,True,True,0.0,0.0,False
ID,2025-10-01 04:15:00+02:00,2025-10-01 02:45:00+02:00,2025-10-01 03:00:00+02:00,2025-10-01 04:00:00+02:00,805.0,True,True,0.0,0.0,False
ID,2025-10-01 04:15:00+02:00,2025-10-01 03:00:00+02:00,2025-10-01 03:15:00+02:00,2025-10-01 04:00:00+02:00,805.0,True,True,0.0,0.0,False
ID,2025-10-01 04:15:00+02:00,2025-10-01 03:15:00+02:00,2025-10-01 03:30:00+02:00,2025-10-01 04:00:00+02:00,805.0,True,True,0.0,0.0,False
ID,2025-10-01 04:15:00+02:00,2025-10-01 03:30:00+02:00,2025-10-01 03:45:00+02:00,2025-10-01 04:00:00+02:00,805.0,True,True,0.0,0.0,False
ID,2025-10-01 04:15:00+02:00,2025-10-01 03:45:00+02:00,2025-10-01 04:00:00+02:00,2025-10-01 04:00:00+02:00,805.0,True,True,0.0,0.0,False
ID,2025-10-01 04:15:00+02:00,2025-10-01 04:00:00+02:00,2025-10-01 04:15:00+02:00,2025-10-01 04:00:00+02:00,805.0,True,False,0.0,805.0,True
ID,2025-10-01 04:15:00+02:00,2025-10-01 04:15:00+02:00,2025-10-01 04:30:00+02:00,2025-10-01 04:00:00+02:00,805.0,False,False,805.0,805.0,False
ID,2025-10-01 04:30:00+02:00,2025-10-01 00:00:00+02:00,2025-10-01 00:15:00+02:00,2025-10-01 04:15:00+02:00,-1000.0,True,True,0.0,0.0,False
ID,2025-10-01 04:30:00+02:00,2025-10-01 00:15:00+02:00,2025-10-01 00:30:00+02:00,2025-10-01 04:15:00+02:00,-1000.0,True,True,0.0,0.0,False
ID,2025-10-01 04:30:00+02:00,2025-10-01 00:30:00+02:00,2025-10-01 00:45:00+02:00,2025-10-01 04:15:00+02:00,-1000.0,True,True,0.0,0.0,False
ID,2025-10-01 04:30:00+02:00,2025-10-01 00:45:00+02:00,2025-10-01 01:00:00+02:00,2025-10-01 04:15:00+02:00,-1000.0,True,True,0.0,0.0,False
ID,2025-10-01 04:30:00+02:00,2025-10-01 01:00:00+02:00,2025-10-01 01:15:00+02:00,2025-10-01 04:15:00+02:00,-1000.0,True,True,0.0,0.0,False
ID,2025-10-01 04:30:00+02:00,2025-10-01 01:15:00+02:00,2025-10-01 01:30:00+02:00,2025-10-01 04:15:00+02:00,-1000.0,True,True,0.0,0.0,False
ID,2025-10-01 04:30:00+02:00,2025-10-01 01:30:00+02:00,2025-10-01 01:45:00+02:00,2025-10-01 04:15:00+02:00,-1000.0,True,True,0.0,0.0,False
ID,2025-10-01 04:30:00+02:00,2025-10-01 01:45:00+02:00,2025-10-01 02:00:00+02:00,2025-10-01 04:15:00+02:00,-1000.0,True,True,0.0,0.0,False
ID,2025-10-01 04:30:00+02:00,2025-10-01 02:00:00+02:00,2025-10-01 02:15:00+02:00,2025-10-01 04:15:00+02:00,-1000.0,True,True,0.0,0.0,False
ID,2025-10-01 04:30:00+02:00,2025-10-01 02:15:00+02:00,2025-10-01 02:30:00+02:00,2025-10-01 04:15:00+02:00,-1000.0,True,True,0.0,0.0,False
ID,2025-10-01 04:30:00+02:00,2025-10-01 02:30:00+02:00,2025-10-01 02:45:00+02:00,2025-10-01 04:15:00+02:00,-1000.0,True,True,0.0,0.0,False
ID,2025-10-01 04:30:00+02:00,2025-10-01 02:45:00+02:00,2025-10-01 03:00:00+02:00,2025-10-01 04:15:00+02:00,-1000.0,True,True,0.0,0.0,False
ID,2025-10-01 04:30:00+02:00,2025-10-01 03:00:00+02:00,2025-10-01 03:15:00+02:00,2025-10-01 04:15:00+02:00,-1000.0,True,True,0.0,0.0,False
ID,2025-10-01 04:30:00+02:00,2025-10-01 03:15:00+02:00,2025-10-01 03:30:00+02:00,2025-10-01 04:15:00+02:00,-1000.0,True,True,0.0,0.0,False
ID,2025-10-01 04:30:00+02:00,2025-10-01 03:30:00+02:00,2025-10-01 03:45:00+02:00,2025-10-01 04:15:00+02:00,-1000.0,True,True,0.0,0.0,False
ID,2025-10-01 04:30:00+02:00,2025-10-01 03:45:00+02:00,2025-10-01 04:00:00+02:00,2025-10-01 04:15:00+02:00,-1000.0,True,True,0.0,0.0,False
ID,2025-10-01 04:30:00+02:00,2025-10-01 04:00:00+02:00,2025-10-01 04:15:00+02:00,2025-10-01 04:15:00+02:00,-1000.0,True,True,0.0,0.0,False
ID,2025-10-01 04:30:00+02:00,2025-10-01 04:15:00+02:00,2025-10-01 04:30:00+02:00,2025-10-01 04:15:00+02:00,-1000.0,True,False,0.0,-1000.0,True
ID,2025-10-01 04:30:00+02:00,2025-10-01 04:30:00+02:00,2025-10-01 04:45:00+02:00,2025-10-01 04:15:00+02:00,-1000.0,False,False,-1000.0,-1000.0,False
ID,2025-10-01 04:45:00+02:00,2025-10-01 00:00:00+02:00,2025-10-01 00:15:00+02:00,2025-10-01 04:30:00+02:00,-1000.0,True,True,0.0,0.0,False
ID,2025-10-01 04:45:00+02:00,2025-10-01 00:15:00+02:00,2025-10-01 00:30:00+02:00,2025-10-01 04:30:00+02:00,-1000.0,True,True,0.0,0.0,False
ID,2025-10-01 04:45:00+02:00,2025-10-01 00:30:00+02:00,2025-10-01 00:45:00+02:00,2025-10-01 04:30:00+02:00,-1000.0,True,True,0.0,0.0,False
ID,2025-10-01 04:45:00+02:00,2025-10-01 00:45:00+02:00,2025-10-01 01:00:00+02:00,2025-10-01 04:30:00+02:00,-1000.0,True,True,0.0,0.0,False
ID,2025-10-01 04:45:00+02:00,2025-10-01 01:00:00+02:00,2025-10-01 01:15:00+02:00,2025-10-01 04:30:00+02:00,-1000.0,True,True,0.0,0.0,False
ID,2025-10-01 04:45:00+02:00,2025-10-01 01:15:00+02:00,2025-10-01 01:30:00+02:00,2025-10-01 04:30:00+02:00,-1000.0,True,True,0.0,0.0,False
ID,2025-10-01 04:45:00+02:00,2025-10-01 01:30:00+02:00,2025-10-01 01:45:00+02:00,2025-10-01 04:30:00+02:00,-1000.0,True,True,0.0,0.0,False
ID,2025-10-01 04:45:00+02:00,2025-10-01 01:45:00+02:00,2025-10-01 02:00:00+02:00,2025-10-01 04:30:00+02:00,-1000.0,True,True,0.0,0.0,False
ID,2025-10-01 04:45:00+02:00,2025-10-01 02:00:00+02:00,2025-10-01 02:15:00+02:00,2025-10-01 04:30:00+02:00,-1000.0,True,True,0.0,0.0,False
ID,2025-10-01 04:45:00+02:00,2025-10-01 02:15:00+02:00,2025-10-01 02:30:00+02:00,2025-10-01 04:30:00+02:00,-1000.0,True,True,0.0,0.0,False
ID,2025-10-01 04:45:00+02:00,2025-10-01 02:30:00+02:00,2025-10-01 02:45:00+02:00,2025-10-01 04:30:00+02:00,-1000.0,True,True,0.0,0.0,False
ID,2025-10-01 04:45:00+02:00,2025-10-01 02:45:00+02:00,2025-10-01 03:00:00+02:00,2025-10-01 04:30:00+02:00,-1000.0,True,True,0.0,0.0,False
ID,2025-10-01 04:45:00+02:00,2025-10-01 03:00:00+02:00,2025-10-01 03:15:00+02:00,2025-10-01 04:30:00+02:00,-1000.0,True,True,0.0,0.0,False
ID,2025-10-01 04:45:00+02:00,2025-10-01 03:15:00+02:00,2025-10-01 03:30:00+02:00,2025-10-01 04:30:00+02:00,-1000.0,True,True,0.0,0.0,False
ID,2025-10-01 04:45:00+02:00,2025-10-01 03:30:00+02:00,2025-10-01 03:45:00+02:00,2025-10-01 04:30:00+02:00,-1000.0,True,True,0.0,0.0,False
ID,2025-10-01 04:45:00+02:00,2025-10-01 03:45:00+02:00,2025-10-01 04:00:00+02:00,2025-10-01 04:30:00+02:00,-1000.0,True,True,0.0,0.0,False
ID,2025-10-01 04:45:00+02:00,2025-10-01 04:00:00+02:00,2025-10-01 04:15:00+02:00,2025-10-01 04:30:00+02:00,-1000.0,True,True,0.0,0.0,False
ID,2025-10-01 04:45:00+02:00,2025-10-01 04:15:00+02:00,2025-10-01 04:30:00+02:00,2025-10-01 04:30:00+02:00,-1000.0,True,True,0.0,0.0,False
ID,2025-10-01 04:45:00+02:00,2025-10-01 04:30:00+02:00,2025-10-01 04:45:00+02:00,2025-10-01 04:30:00+02:00,-1000.0,True,False,0.0,-1000.0,True
ID,2025-10-01 04:45:00+02:00,2025-10-01 04:45:00+02:00,2025-10-01 05:00:00+02:00,2025-10-01 04:30:00+02:00,-1000.0,False,False,-1000.0,-1000.0,False
ID,2025-10-01 05:00:00+02:00,2025-10-01 00:00:00+02:00,2025-10-01 00:15:00+02:00,2025-10-01 04:45:00+02:00,902.5,True,True,0.0,0.0,False
ID,2025-10-01 05:00:00+02:00,2025-10-01 00:15:00+02:00,2025-10-01 00:30:00+02:00,2025-10-01 04:45:00+02:00,902.5,True,True,0.0,0.0,False
ID,2025-10-01 05:00:00+02:00,2025-10-01 00:30:00+02:00,2025-10-01 00:45:00+02:00,2025-10-01 04:45:00+02:00,902.5,True,True,0.0,0.0,False
ID,2025-10-01 05:00:00+02:00,2025-10-01 00:45:00+02:00,2025-10-01 01:00:00+02:00,2025-10-01 04:45:00+02:00,902.5,True,True,0.0,0.0,False
ID,2025-10-01 05:00:00+02:00,2025-10-01 01:00:00+02:00,2025-10-01 01:15:00+02:00,2025-10-01 04:45:00+02:00,902.5,True,True,0.0,0.0,False
ID,2025-10-01 05:00:00+02:00,2025-10-01 01:15:00+02:00,2025-10-01 01:30:00+02:00,2025-10-01 04:45:00+02:00,902.5,True,True,0.0,0.0,False
ID,2025-10-01 05:00:00+02:00,2025-10-01 01:30:00+02:00,2025-10-01 01:45:00+02:00,2025-10-01 04:45:00+02:00,902.5,True,True,0.0,0.0,False
ID,2025-10-01 05:00:00+02:00,2025-10-01 01:45:00+02:00,2025-10-01 02:00:00+02:00,2025-10-01 04:45:00+02:00,902.5,True,True,0.0,0.0,False
ID,2025-10-01 05:00:00+02:00,2025-10-01 02:00:00+02:00,2025-10-01 02:15:00+02:00,2025-10-01 04:45:00+02:00,902.5,True,True,0.0,0.0,False
ID,2025-10-01 05:00:00+02:00,2025-10-01 02:15:00+02:00,2025-10-01 02:30:00+02:00,2025-10-01 04:45:00+02:00,902.5,True,True,0.0,0.0,False
ID,2025-10-01 05:00:00+02:00,2025-10-01 02:30:00+02:00,2025-10-01 02:45:00+02:00,2025-10-01 04:45:00+02:00,902.5,True,True,0.0,0.0,False
ID,2025-10-01 05:00:00+02:00,2025-10-01 02:45:00+02:00,2025-10-01 03:00:00+02:00,2025-10-01 04:45:00+02:00,902.5,True,True,0.0,0.0,False
ID,2025-10-01 05:00:00+02:00,2025-10-01 03:00:00+02:00,2025-10-01 03:15:00+02:00,2025-10-01 04:45:00+02:00,902.5,True,True,0.0,0.0,False
ID,2025-10-01 05:00:00+02:00,2025-10-01 03:15:00+02:00,2025-10-01 03:30:00+02:00,2025-10-01 04:45:00+02:00,902.5,True,True,0.0,0.0,False
ID,2025-10-01 05:00:00+02:00,2025-10-01 03:30:00+02:00,2025-10-01 03:45:00+02:00,2025-10-01 04:45:00+02:00,902.5,True,True,0.0,0.0,False
ID,2025-10-01 05:00:00+02:00,2025-10-01 03:45:00+02:00,2025-10-01 04:00:00+02:00,2025-10-01 04:45:00+02:00,902.5,True,True,0.0,0.0,False
ID,2025-10-01 05:00:00+02:00,2025-10-01 04:00:00+02:00,2025-10-01 04:15:00+02:00,2025-10-01 04:45:00+02:00,902.5,True,True,0.0,0.0,False
ID,2025-10-01 05:00:00+02:00,2025-10-01 04:15:00+02:00,2025-10-01 04:30:00+02:00,2025-10-01 04:45:00+02:00,902.5,True,True,0.0,0.0,False
ID,2025-10-01 05:00:00+02:00,2025-10-01 04:30:00+02:00,2025-10-01 04:45:00+02:00,2025-10-01 04:45:00+02:00,902.5,True,True,0.0,0.0,False
ID,2025-10-01 05:00:00+02:00,2025-10-01 04:45:00+02:00,2025-10-01 05:00:00+02:00,2025-10-01 04:45:00+02:00,902.5,True,False,0.0,902.5,True
ID,2025-10-01 05:00:00+02:00,2025-10-01 05:00:00+02:00,2025-10-01 05:15:00+02:00,2025-10-01 04:45:00+02:00,902.5,False,False,902.5,902.5,False
ID,2025-10-01 05:15:00+02:00,2025-10-01 00:00:00+02:00,2025-10-01 00:15:00+02:00,2025-10-01 05:00:00+02:00,-1000.0,True,True,0.0,0.0,False
ID,2025-10-01 05:15:00+02:00,2025-10-01 00:15:00+02:00,2025-10-01 00:30:00+02:00,2025-10-01 05:00:00+02:00,-1000.0,True,True,0.0,0.0,False
ID,2025-10-01 05:15:00+02:00,2025-10-01 00:30:00+02:00,2025-10-01 00:45:00+02:00,2025-10-01 05:00:00+02:00,-1000.0,True,True,0.0,0.0,False
ID,2025-10-01 05:15:00+02:00,2025-10-01 00:45:00+02:00,2025-10-01 01:00:00+02:00,2025-10-01 05:00:00+02:00,-1000.0,True,True,0.0,0.0,False
ID,2025-10-01 05:15:00+02:00,2025-10-01 01:00:00+02:00,2025-10-01 01:15:00+02:00,2025-10-01 05:00:00+02:00,-1000.0,True,True,0.0,0.0,False
ID,2025-10-01 05:15:00+02:00,2025-10-01 01:15:00+02:00,2025-10-01 01:30:00+02:00,2025-10-01 05:00:00+02:00,-1000.0,True,True,0.0,0.0,False
ID,2025-10-01 05:15:00+02:00,2025-10-01 01:30:00+02:00,2025-10-01 01:45:00+02:00,2025-10-01 05:00:00+02:00,-1000.0,True,True,0.0,0.0,False
ID,2025-10-01 05:15:00+02:00,2025-10-01 01:45:00+02:00,2025-10-01 02:00:00+02:00,2025-10-01 05:00:00+02:00,-1000.0,True,True,0.0,0.0,False
ID,2025-10-01 05:15:00+02:00,2025-10-01 02:00:00+02:00,2025-10-01 02:15:00+02:00,2025-10-01 05:00:00+02:00,-1000.0,True,True,0.0,0.0,False
ID,2025-10-01 05:15:00+02:00,2025-10-01 02:15:00+02:00,2025-10-01 02:30:00+02:00,2025-10-01 05:00:00+02:00,-1000.0,True,True,0.0,0.0,False
ID,2025-10-01 05:15:00+02:00,2025-10-01 02:30:00+02:00,2025-10-01 02:45:00+02:00,2025-10-01 05:00:00+02:00,-1000.0,True,True,0.0,0.0,False
ID,2025-10-01 05:15:00+02:00,2025-10-01 02:45:00+02:00,2025-10-01 03:00:00+02:00,2025-10-01 05:00:00+02:00,-1000.0,True,True,0.0,0.0,False
ID,2025-10-01 05:15:00+02:00,2025-10-01 03:00:00+02:00,2025-10-01 03:15:00+02:00,2025-10-01 05:00:00+02:00,-1000.0,True,True,0.0,0.0,False
ID,2025-10-01 05:15:00+02:00,2025-10-01 03:15:00+02:00,2025-10-01 03:30:00+02:00,2025-10-01 05:00:00+02:00,-1000.0,True,True,0.0,0.0,False
ID,2025-10-01 05:15:00+02:00,2025-10-01 03:30:00+02:00,2025-10-01 03:45:00+02:00,2025-10-01 05:00:00+02:00,-1000.0,True,True,0.0,0.0,False
